ID,Loan Amount,Funded Amount,Funded Amount Investor,Term,Batch Enrolled,Interest Rate,Grade,Sub Grade,Employment Duration,Home Ownership,Verification Status,Payment Plan,Loan Title,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Initial List Status,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Application Type,Last week Pay,Accounts Delinquent,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit,Loan Status
21352490,7229,15451,12746.61233,58,BAT1780517,13.87918819,B,A4,MORTGAGE,26113.19111,Not Verified,n,Debt consolidation,9.207569331,0,0,14,0,3006,45.7023718,5,w,1767.40655,7.363063187,3.550857688,0.435268488,0,INDIVIDUAL,58,0,43,55143,85748,0
48482577,13565,8219,5130.152831,58,BAT1766061,10.07629405,A,C1,MORTGAGE,66978.83018,Not Verified,n,Credit card refinancing,34.66172806,0,0,10,0,920,60.69462965,17,w,982.7109841,0.044631523,3.912086,1.176915313,0,INDIVIDUAL,55,0,14,88343,5776,0
7501450,14054,33479,8923.094761,59,BAT1586599,15.60315959,B,B2,MORTGAGE,70216.09476,Source Verified,n,Credit card refinancing,35.74091128,0,0,12,0,5624,70.64832411,16,w,644.4258849,0.037497576,3.160046661,1.552295094,0,INDIVIDUAL,36,0,37,493714,8482,0
13076768,21470,8800,16496.00522,59,BAT2252229,11.55179989,D,C2,RENT,69721.96472,Source Verified,n,Credit card refinancing,28.98714001,0,0,15,0,3251,36.20895161,17,f,540.9406282,0.042821743,0.238066965,1.379039209,0,INDIVIDUAL,72,0,16,97965,5134,0
7198266,8558,11618,15605.25147,58,BAT3873588,23.34929292,C,F5,MORTGAGE,57996.29736,Source Verified,n,Credit card refinancing,25.25387649,0,0,14,0,6087,60.36373461,63,w,3793.485103,0.052286896,1.415066385,0.887891474,0,INDIVIDUAL,121,0,20,5124,24415,0
46536097,33048,19175,6578.939103,59,BAT5547201,17.65115173,C,C5,MORTGAGE,57569.31118,Source Verified,n,Credit card refinancing,27.75668181,0,0,9,0,9618,26.43777793,43,w,380.0473743,0.080084951,0.283477257,0.481834585,0,INDIVIDUAL,58,0,27,53787,10430,0
9960328,18523,19396,14555.28455,59,BAT2575549,9.468574842,B,A2,RENT,74918.83482,Source Verified,n,Credit card refinancing,35.61973827,0,0,20,0,23482,43.0713476,13,w,2089.414113,0.04896365,1.177158817,1.448743664,0,INDIVIDUAL,44,0,44,287808,4237,0
2272022,3942,7811,33592.94302,58,BAT3461431,12.01478651,C,C1,RENT,38400.96931,Source Verified,n,Debt consolidation,33.27765162,0,0,12,0,3306,77.18280014,25,f,509.2410115,0.060030077,7.501497917,0.511136929,0,INDIVIDUAL,144,0,41,261850,6301,0
11418746,16731,18134,15422.18409,59,BAT1761981,16.43697115,B,B4,RENT,71895.81948,Source Verified,n,Debt consolidation,11.46034046,0,0,11,0,11225,96.25913383,16,w,1207.598154,0.094771612,3.550355745,1.239279566,0,INDIVIDUAL,111,0,15,102196,150516,0
18410686,14034,31308,16057.17741,59,BAT1104812,10.78228657,D,B1,MORTGAGE,52648.57008,Source Verified,n,Credit card refinancing,22.03828056,0,0,12,0,7803,11.806307,14,w,735.3701611,0.111527051,0.112081806,0.775756821,0,INDIVIDUAL,113,0,54,174997,3069,0
31412119,20358,32438,9114.116032,59,BAT4351734,15.34299676,D,D4,MORTGAGE,32813.75882,Source Verified,n,Credit card refinancing,23.50808308,0,0,16,0,9349,26.58455253,8,f,1701.013444,0.024032355,2.570375629,0.579920112,0,INDIVIDUAL,24,0,54,250660,17097,0
3462376,12633,22553,23048.54334,36,BAT4808022,18.45658684,A,D1,MORTGAGE,94419.83335,Source Verified,n,Debt consolidation,34.81615145,0,0,16,0,21676,52.49338765,24,f,1029.719517,0.085986713,0.71124638,0.330123741,0,INDIVIDUAL,11,0,17,110417,3841,0
13319531,28349,10584,15506.27038,59,BAT3461431,10.45840216,D,B3,OWN,45826.18684,Source Verified,n,Debt consolidation,27.67455594,0,0,14,0,10866,81.60932264,6,f,2432.912245,0.001115288,3.286085676,1.093330247,0,INDIVIDUAL,100,0,49,500301,22355,0
68562357,4967,16170,12730.68896,59,BAT2833642,8.162889447,C,D1,RENT,82808.85137,Source Verified,n,Credit card refinancing,15.86811044,0,0,12,0,6040,58.01061928,30,f,386.4593189,0.031452922,1.046849134,0.094944324,0,INDIVIDUAL,153,0,36,34194,44540,0
35688753,12378,20521,7859.944753,58,BAT4271519,5.742136429,E,B4,OWN,69438.29731,Not Verified,n,Debt consolidation,8.002464308,1,0,31,0,23,20.54324054,9,w,950.0900041,0.110763934,7.688719473,0.592403623,0,INDIVIDUAL,126,0,28,15640,10149,0
57278648,2765,4637,12786.9807,59,BAT2003848,8.937514688,A,B5,MORTGAGE,58014.41938,Source Verified,n,Credit card refinancing,24.18597812,0,0,17,0,3578,85.78328086,29,w,1960.237075,0.00144144,5.293165323,0.534809901,0,INDIVIDUAL,40,0,316,51245,19142,0
49502196,31352,5294,12642.62973,59,BAT2252229,21.7642024,E,C2,MORTGAGE,121751.1767,Source Verified,n,Credit card refinancing,32.91389241,0,0,9,0,2001,27.18363667,22,w,1118.281384,0.129317225,235.904318,0.867733298,0,INDIVIDUAL,61,0,29,471468,48811,0
4139766,14531,21328,8972.333105,59,BAT1586599,12.60505154,B,A1,MORTGAGE,149576.1053,Not Verified,n,Debt consolidation,29.65905549,0,0,12,0,1301,44.84307304,17,f,2267.89098,0.001843801,0.096707892,0.661459216,0,INDIVIDUAL,103,0,29,133433,33421,0
6467635,11805,16156,13644.49606,59,BAT2833642,13.33562401,C,A4,MORTGAGE,27465.72883,Source Verified,n,Debt consolidation,20.79913421,0,0,12,0,14663,71.55055663,16,w,3364.17289,0.074107981,6.572413613,1.123947257,0,INDIVIDUAL,116,0,44,642711,38469,0
65525290,21486,16809,7691.327617,59,BAT1104812,12.25936152,B,A5,MORTGAGE,60463.76383,Source Verified,n,Other,9.330644871,0,0,14,0,5434,72.54032367,18,f,717.5567893,0.027892916,0.854060882,1.403881311,0,INDIVIDUAL,70,0,24,153388,24084,0
36138034,5050,11042,10200.84658,58,BAT2428731,10.37886272,D,D2,MORTGAGE,69853.48761,Source Verified,n,Credit card refinancing,27.4094018,0,0,31,0,24118,43.14367277,40,f,4847.714316,0.105885081,0.168562951,0.491094576,0,INDIVIDUAL,37,0,25,111526,6400,0
2092798,16158,11876,13959.54326,59,BAT3873588,11.34689714,D,A3,MORTGAGE,45505.19093,Source Verified,n,Credit card refinancing,17.21964245,0,1,21,0,2908,7.947464728,5,w,1232.467967,0.024088003,750.9433481,1.204319972,0,INDIVIDUAL,12,0,21,71145,25010,0
39097998,18347,11859,6180.133617,58,BAT1586599,9.603259892,C,C5,MORTGAGE,32854.0915,Not Verified,n,Debt consolidation,38.13998926,0,0,15,0,2670,24.42872497,20,w,9875.747626,0.024859707,2.831806814,0.237102748,0,INDIVIDUAL,16,0,54,149351,26794,0
4764644,30790,11007,12136.33888,59,BAT3193689,11.82498534,C,C4,RENT,138888.2363,Not Verified,n,Credit card refinancing,27.0443529,0,0,24,0,16052,9.258307607,13,f,2206.823972,0.05128919,3.628914444,1.204091243,0,INDIVIDUAL,41,0,27,329254,37735,0
27412034,30495,30661,14661.20204,59,BAT5489674,10.30426239,D,B4,MORTGAGE,56837.75141,Verified,n,Credit card refinancing,18.46300704,0,0,10,1,711,67.24368617,27,w,527.573285,0.063934731,2.147018759,0.920204881,0,INDIVIDUAL,82,0,27,23637,14167,0
3649239,13603,18362,11830.33009,59,BAT1104812,9.564454025,F,B1,MORTGAGE,46737.59678,Verified,n,Home improvement,18.94028231,0,0,12,0,11249,53.43311846,12,w,3418.653162,0.040092725,3.485725352,0.60627158,0,INDIVIDUAL,123,0,37,204638,7205,0
1857845,12509,12077,10669.74375,59,BAT2078974,12.13743787,C,C2,RENT,45796.4705,Source Verified,n,Credit card refinancing,22.59099708,0,0,8,0,2493,92.24620526,14,w,5662.849179,0.035353469,4.419590977,1.039918613,0,INDIVIDUAL,12,0,42,81012,38746,0
7585182,27908,19478,10530.8917,59,BAT5525466,13.57279025,D,B2,MORTGAGE,61989.06108,Source Verified,n,Credit card refinancing,10.46253199,0,0,12,0,2551,64.77924429,24,f,657.4523171,0.002623504,5.699013081,0.40144971,0,INDIVIDUAL,87,0,33,6944,46633,1
44400642,7144,8479,9434.493368,59,BAT5629144,7.132295901,C,D1,MORTGAGE,89470.33299,Verified,n,Debt consolidation,26.50007883,1,0,11,0,6785,72.54861246,24,w,144.1851752,0.045132392,2.821898825,1.025376308,0,INDIVIDUAL,61,0,2637,162736,56237,0
57997548,14452,30988,12161.97246,59,BAT2575549,11.94043381,C,C3,MORTGAGE,97485.32712,Verified,n,Other,9.712594883,0,0,29,0,8990,47.13029523,7,w,141.1593773,0.044449328,5.974009182,0.624640573,0,INDIVIDUAL,8,0,31,76437,14221,0
26634794,16669,20569,12152.76388,59,BAT2252229,7.694645198,B,A3,MORTGAGE,287630.7187,Not Verified,n,Debt consolidation,39.52545787,2,0,12,0,3449,15.33553654,18,f,589.5206454,0.018581087,3.988156553,0.016740453,0,INDIVIDUAL,99,0,547,69871,13639,1
4455725,20919,13041,6098.240409,59,BAT2558388,9.991758665,C,C2,OWN,185813.4755,Source Verified,n,Debt consolidation,33.40979559,1,0,12,0,3348,48.10809562,8,f,1002.184685,0.074439404,4.457276968,0.636440814,0,INDIVIDUAL,26,0,22,90903,36198,0
67408277,6559,28976,8614.30721,58,BAT1104812,8.899680179,A,A5,RENT,57261.37357,Source Verified,n,Credit card refinancing,18.15798919,1,2,12,0,6686,52.06116037,9,w,347.1104634,0.007369888,3.490960082,0.286463352,0,INDIVIDUAL,61,0,45,136498,2315,0
1504588,19980,10018,24982.689,59,BAT1780517,14.03906866,F,D4,RENT,57660.08242,Source Verified,n,Debt consolidation,19.43297917,0,1,13,0,11091,19.17359447,15,f,2312.593276,0.018648842,3.10556859,0.807643912,0,INDIVIDUAL,142,0,33,163641,6788,0
1309911,30490,10715,9465.258417,59,BAT1586599,8.963390295,B,B2,OWN,100123.0466,Source Verified,n,Credit card refinancing,16.00158944,1,0,12,0,10561,84.60045703,9,w,261.0134355,0.042093866,4.370634077,24.15366821,0,INDIVIDUAL,98,0,197,94965,1434,0
14357737,19410,17274,10752.69989,59,BAT5525466,18.80305387,C,E2,RENT,94694.95976,Verified,n,Debt consolidation,20.48311166,0,0,12,0,4942,59.73394351,24,f,366.4643979,0.001213429,0.023071166,0.938659604,0,INDIVIDUAL,51,0,27,47312,4282,0
23038070,28988,9746,14687.44985,59,BAT1780517,5.66680097,B,E2,RENT,26218.44766,Verified,n,Home buying,31.10739202,0,0,20,1,1649,49.07321256,9,w,834.5718191,0.012340804,6.465496358,1.18806016,0,INDIVIDUAL,17,0,21,280240,22441,0
61357528,26930,11976,13273.14313,59,BAT1104812,13.30409728,D,C5,MORTGAGE,142090.0788,Source Verified,n,Debt consolidation,26.45363398,0,0,13,0,7905,57.89316098,20,w,180.2845591,0.002175556,6.277987326,1.226937071,0,INDIVIDUAL,9,0,14,352797,8971,0
58562602,4573,16066,26053.67014,58,BAT5714674,13.58355715,B,D1,RENT,65650.89553,Source Verified,n,Debt consolidation,16.58354215,0,2,9,0,10631,71.91450751,9,w,768.9115379,0.045918515,4.044705658,0.734311696,0,INDIVIDUAL,28,0,45,294376,10139,0
8785235,19728,16343,21325.69721,58,BAT2803411,11.22244712,D,A5,MORTGAGE,49147.6002,Verified,n,Debt consolidation,36.01680643,1,0,35,0,7533,80.45073754,9,f,601.1297162,0.050709565,4.7336055,1.103541049,0,INDIVIDUAL,75,0,63,125240,4239,0
37943450,8412,4282,7319.385802,58,BAT2522922,18.15826376,A,B1,RENT,109793.429,Not Verified,n,Debt consolidation,37.41805859,2,0,8,0,23943,29.21086889,30,w,2566.365154,0.043787844,6.006886472,0.658581442,0,INDIVIDUAL,145,0,418,264714,31616,0
17963372,7819,10630,15563.08209,58,BAT5547201,11.87746836,F,F3,MORTGAGE,51659.53545,Source Verified,n,Debt consolidation,18.55092439,0,0,8,0,2821,16.2965666,38,w,1065.059853,0.011073861,0.970612649,1.127874489,0,INDIVIDUAL,130,0,33,192564,7687,0
39406170,15251,20422,9322.95541,59,BAT2136391,16.34014411,A,D4,MORTGAGE,109851.3663,Not Verified,n,Credit card refinancing,23.30162251,0,0,10,0,539,88.6654687,18,f,7558.742668,0.116465479,3.043263108,0.925079045,0,INDIVIDUAL,92,0,46,43543,29024,0
43200803,8670,11293,13954.33304,59,BAT3461431,17.15357179,C,A4,MORTGAGE,87599.94462,Not Verified,n,Debt consolidation,27.29506805,0,0,8,0,672,7.431395422,27,f,2386.793123,0.064076582,0.18410957,0.37957808,0,INDIVIDUAL,18,0,24,188327,86635,0
19622813,11229,31131,10534.69091,59,BAT1104812,11.13518559,B,A3,RENT,163808.8551,Source Verified,n,Credit card refinancing,17.33015037,1,0,13,0,21058,92.22034425,19,w,363.2262215,0.087356879,8.960994068,0.577143464,0,INDIVIDUAL,117,0,1262,255879,31461,0
10725411,29743,22693,14517.90063,59,BAT5811547,12.98094839,C,A5,OWN,42996.52531,Verified,n,Debt Consolidation,28.41051259,0,0,12,0,2566,51.11462009,22,w,489.3687817,0.100280197,6.49828612,13.73753117,0,INDIVIDUAL,82,0,44,274193,7454,0
11495626,29730,20778,12687.85493,59,BAT3193689,10.78107838,B,D5,MORTGAGE,81744.78126,Verified,n,Debt consolidation,12.619371,0,0,9,0,2694,74.04753061,37,f,1615.838628,0.018490088,5.460739322,1.588563142,0,INDIVIDUAL,111,0,39,30759,25783,1
40334891,13530,31140,24981.6319,59,BAT2078974,6.420576447,C,C3,RENT,78108.50947,Source Verified,n,Debt consolidation,14.41422733,0,0,13,0,10542,54.1030395,9,f,388.5697539,0.04242938,6.009061836,0.605635664,0,INDIVIDUAL,84,0,34,43904,2023,0
52387507,4335,11731,17264.74896,59,BAT2252229,16.82529616,C,C4,OWN,145939.0981,Source Verified,n,Debt consolidation,15.42750287,0,0,11,0,6606,56.00156628,7,w,2406.774519,0.063368657,2219.512658,1.126423151,0,INDIVIDUAL,12,0,33,36158,38222,0
8690505,18952,20673,8121.821344,59,BAT2252229,6.512562431,C,C2,RENT,88505.43567,Not Verified,n,Credit card refinancing,18.71500268,0,0,16,0,5443,47.70991379,22,f,8969.347343,0.05739427,3.51793933,0.385527363,1,INDIVIDUAL,13,0,54,48278,7656,0
17175708,8311,10421,11786.95615,59,BAT1766061,12.28450892,A,A2,OWN,69071.94381,Not Verified,n,Credit card refinancing,23.37333133,1,0,31,0,21933,43.15426165,4,f,112.6057963,0.016009876,6.779166158,0.7160601,0,INDIVIDUAL,14,0,37,203628,56115,0
7768706,18973,29200,16731.42661,59,BAT3461431,8.268200596,A,A3,MORTGAGE,51802.6055,Source Verified,n,Credit card refinancing,29.48250591,0,0,14,0,1008,37.42828629,5,w,1306.222688,0.017917653,3.213838603,0.7776613,0,INDIVIDUAL,158,0,37,151828,32130,0
9846134,16935,11985,34199.80261,59,BAT1184694,12.75370283,A,E4,MORTGAGE,26542.33778,Source Verified,n,Home improvement,25.54209512,0,0,8,0,9257,53.55782176,23,f,1509.370474,0.085022775,4.277005046,0.477470511,0,INDIVIDUAL,66,0,42,308747,41642,0
61993210,17317,31786,14806.84616,59,BAT1780517,17.55337101,F,D1,MORTGAGE,114043.0111,Not Verified,n,Credit card refinancing,16.02365299,0,0,11,0,7461,70.32002356,9,w,1170.328174,0.019469376,0.832906303,1.42145926,1,INDIVIDUAL,64,0,1436,440234,27296,0
10639205,34279,13315,12658.23166,59,BAT2558388,20.16587507,C,B2,MORTGAGE,116771.4405,Verified,n,Credit card refinancing,29.33936861,0,0,20,0,1327,26.58040407,21,w,635.3926657,0.016507353,3.367986032,1.067732907,0,INDIVIDUAL,59,0,48,179294,8948,0
4924588,18931,25329,14116.12285,59,BAT2522922,14.54130533,A,D1,MORTGAGE,52715.1867,Source Verified,n,Credit card refinancing,17.80875213,1,0,25,0,12384,52.62456031,13,w,2925.465668,0.032431869,4.825384392,0.905800152,0,INDIVIDUAL,152,0,23,69528,136516,0
47300707,27861,29429,9164.023704,59,BAT5341619,16.18198151,E,C5,MORTGAGE,82597.45617,Not Verified,n,Debt Consolidation,7.86341486,0,0,11,1,16378,49.23374821,19,w,4452.106773,0.031382387,6.264548933,0.89238248,0,INDIVIDUAL,103,0,433,247024,19931,0
49963883,29049,7802,13600.74264,59,BAT2252229,12.38280291,B,C3,MORTGAGE,135163.8943,Source Verified,n,Debt consolidation,20.5464033,0,0,20,0,7129,24.98576606,18,w,382.042838,0.067766104,0.710520377,0.482236026,0,INDIVIDUAL,57,0,35,26808,10516,0
5643652,19560,12361,17306.2752,59,BAT4351734,9.031478962,B,A2,MORTGAGE,50634.04222,Verified,n,Debt consolidation,14.06692197,0,0,9,0,2780,82.71878869,9,w,1461.600649,0.036898263,0.071206991,0.785245803,0,INDIVIDUAL,102,0,46,199173,2925,0
4911404,11255,11013,10915.88893,59,BAT2078974,8.575307413,C,G3,MORTGAGE,37399.37823,Verified,n,Credit card refinancing,14.97505525,0,1,14,0,2345,57.76967415,25,f,1121.86941,0.030065605,2845.951078,0.243134451,0,INDIVIDUAL,23,0,50,14288,19684,0
33299917,11582,8730,22196.3454,58,BAT2078974,16.64401795,A,B2,RENT,36772.70226,Verified,n,Credit card refinancing,30.24490213,0,0,16,0,807,73.60385508,5,w,992.4355517,0.060088393,4.912384866,1.06573255,0,INDIVIDUAL,57,0,32,25391,9126,0
20458538,25042,9501,21382.19795,59,BAT2428731,20.08787508,A,A4,RENT,53636.14935,Source Verified,n,Credit card refinancing,19.41673776,1,0,14,1,2412,24.01505792,22,f,337.2575692,0.088301101,6.42318917,0.155530825,0,INDIVIDUAL,52,0,41,66599,25963,0
12122076,29897,16987,11413.40929,58,BAT1586599,13.1759904,C,A5,MORTGAGE,59215.76071,Source Verified,n,Major purchase,20.79976173,0,0,13,0,1531,46.31508597,29,w,855.5220381,0.025303612,3.294955969,0.028201642,0,INDIVIDUAL,20,0,27,15976,25796,0
8844536,20945,23065,10790.88471,58,BAT1930365,13.4845076,B,B4,RENT,99193.06307,Source Verified,n,Credit card refinancing,23.48506327,0,0,28,0,4509,79.99119112,25,w,185.4614875,0.063671948,6.794365501,0.905292131,0,INDIVIDUAL,127,0,45,192921,2815,0
53565028,18690,10714,22869.29751,59,BAT5547201,11.09128302,B,A1,MORTGAGE,43733.61269,Not Verified,n,Credit card refinancing,33.33471374,0,2,11,0,1503,71.41064258,6,w,1328.48722,28.57335759,2.586780258,0.658015627,0,INDIVIDUAL,29,0,3,314408,49942,0
17886411,14727,22638,15216.67677,59,BAT1467036,11.25484832,A,A5,MORTGAGE,86534.05862,Source Verified,n,Credit card refinancing,30.99401428,0,0,13,0,975,29.55794393,37,w,6194.026817,0.002022142,3.046451485,0.217716211,0,INDIVIDUAL,72,0,28,144273,68364,0
35794264,34950,6972,27185.96495,59,BAT1104812,10.61397606,B,D1,MORTGAGE,63768.08796,Source Verified,n,Credit card refinancing,19.55667197,0,0,12,0,79,51.27344435,11,w,5864.930504,0.018724818,11.15429076,0.604586672,0,INDIVIDUAL,73,0,33,211065,2675,0
3047884,18239,32030,12238.21628,59,BAT2078974,15.18374226,B,A5,MORTGAGE,112413.803,Source Verified,n,Credit card refinancing,24.21138644,0,1,12,0,39345,62.27839982,26,w,800.1614478,0.056201482,0.409922054,1.278476417,0,INDIVIDUAL,137,0,12,276430,33504,0
51862252,13904,6233,12405.60906,59,BAT2833642,12.08562615,A,D1,RENT,72575.55551,Source Verified,n,Credit card refinancing,14.97223155,0,0,11,0,1440,56.12405767,21,f,3021.27307,0.051748573,1.951937227,0.154092448,0,INDIVIDUAL,136,0,40,156418,2919,0
46041703,27960,13754,8354.06553,59,BAT5924421,12.6937021,C,G1,RENT,77839.34943,Source Verified,n,Credit card refinancing,33.70168297,0,0,9,0,9999,59.29942595,15,f,1077.656528,34.98640251,2.352040844,1.08064355,0,INDIVIDUAL,57,0,34,219924,1531,1
4041485,34131,10201,12759.74709,59,BAT2803411,9.490611936,A,C4,OWN,75993.88219,Not Verified,n,Credit card refinancing,18.23115942,0,0,11,0,2605,66.47293104,10,f,366.6989872,0.106345712,0.154183466,0.768358765,0,INDIVIDUAL,50,0,18,37314,20839,0
44341351,9207,7674,9905.760978,36,BAT2522922,19.85311055,E,B4,MORTGAGE,119711.7452,Verified,n,Credit card refinancing,26.30458197,0,0,29,0,5675,74.54632479,36,w,4486.725042,0.005911804,1.032214167,0.062664873,0,INDIVIDUAL,7,0,23,179085,7588,1
1396048,33857,20465,13184.43942,59,BAT1761981,12.11269516,A,B1,RENT,78745.5339,Not Verified,n,Debt consolidation,13.38362435,0,0,10,0,430,33.42319456,14,w,156.9228921,0.034217984,4.11037271,0.907933361,0,INDIVIDUAL,16,0,61,290415,3136,0
18065468,6248,11284,22839.38925,59,BAT4694572,9.753918052,A,D3,MORTGAGE,84152.08048,Verified,n,Credit card refinancing,7.688807038,0,0,9,1,2740,61.49830431,32,w,2141.758048,0.005487777,1.546397791,0.399278739,0,INDIVIDUAL,37,0,22,155866,8345,0
12460890,14229,20558,30551.19372,58,BAT5547201,8.389729633,B,B5,MORTGAGE,38961.66611,Not Verified,n,Debt Consolidation,9.061129963,0,0,14,0,3126,87.3868328,17,f,486.1224042,30.55130027,0.212029651,0.605848414,0,INDIVIDUAL,110,0,40,169948,15050,0
6496408,6542,30305,15518.84664,59,BAT1930365,11.7380699,C,D1,RENT,212873.4758,Source Verified,n,Credit card refinancing,26.5657881,0,0,8,2,4411,28.31904987,5,f,282.7830728,0.116548485,1.927607493,0.590266798,0,INDIVIDUAL,138,0,48,42841,43379,0
6084142,33916,5921,11058.9627,58,BAT2575549,13.56177938,D,A4,MORTGAGE,78475.87833,Source Verified,n,Debt consolidation,38.70007738,0,0,16,1,19571,17.51337523,21,w,1630.408895,0.037987465,4.003907204,0.63812817,0,INDIVIDUAL,134,0,46,130058,1977,0
5403010,30216,12238,10607.78633,58,BAT3193689,14.73466543,C,B1,MORTGAGE,102567.5264,Source Verified,n,Credit card refinancing,16.19380664,0,0,11,0,6956,58.28197507,33,f,1692.720441,0.000513599,1.092640888,0.198173393,0,INDIVIDUAL,59,0,10,98137,8549,0
62233761,30247,4248,7290.767708,58,BAT2428731,11.98654169,D,B1,MORTGAGE,149857.9584,Source Verified,n,Debt consolidation,21.25123671,0,0,29,0,9004,59.93646341,14,f,917.8792991,0.004410007,4.180217092,0.759331381,0,INDIVIDUAL,87,0,33,28410,63156,0
18819492,12748,22838,22360.96547,59,BAT2078974,10.95316123,A,E2,MORTGAGE,123034.8486,Verified,n,Debt consolidation,34.08357922,0,0,10,0,14327,22.22767021,21,f,1026.658484,0.071782896,6.527228755,0.317616406,0,INDIVIDUAL,75,0,42,33196,32944,0
41770613,31209,32909,22908.96897,59,BAT4694572,13.28475218,C,B1,RENT,136638.5286,Not Verified,n,Debt consolidation,37.96409712,0,0,10,0,15626,88.61918929,9,f,586.6808114,0.033692668,5.035737655,0.295072294,0,INDIVIDUAL,3,0,31,337291,38625,1
34506722,22181,7492,9575.329188,58,BAT4722912,12.35045367,C,A5,RENT,173116.6237,Not Verified,n,Credit card refinancing,33.57576156,0,0,11,0,20655,65.5584579,15,f,1479.388532,0.055865189,0.943393007,1.207698185,0,INDIVIDUAL,73,0,35,12614,15311,0
8077456,8712,9337,10922.67104,59,BAT2136391,13.34200064,C,C5,RENT,38656.65868,Source Verified,n,Credit card refinancing,11.44283124,0,0,18,0,2793,25.1326481,19,w,748.1410399,0.038681284,2.755735431,1.041892843,0,INDIVIDUAL,44,0,50,51823,21003,0
12288800,11490,21285,30648.03045,59,BAT1184694,12.31053883,C,C2,MORTGAGE,141694.026,Not Verified,n,Credit card refinancing,24.73586048,0,0,6,0,4074,70.54444301,22,f,2562.923055,0.062236687,4.768026785,1.109462456,0,INDIVIDUAL,59,0,48,7138,36976,0
11535342,13273,6173,12337.74019,58,BAT5924421,20.3904439,A,B5,RENT,69620.30278,Source Verified,n,Debt consolidation,38.13873082,0,0,12,0,8356,71.63303683,23,w,531.4921946,0.032996971,3.86663731,0.503294246,0,INDIVIDUAL,28,0,57,232479,21522,0
52383930,18707,15777,13386.3764,59,BAT3461431,6.027168155,D,C1,MORTGAGE,70766.05344,Not Verified,n,Credit card refinancing,36.95223558,0,0,14,0,1950,41.54415053,13,f,1928.208993,0.011876565,0.012721606,0.918739021,0,INDIVIDUAL,92,0,57,172086,1715,0
54514854,13728,29116,26709.60178,59,BAT5629144,11.27796519,B,E2,RENT,57219.15324,Source Verified,n,Debt Consolidation,33.01084911,0,0,9,0,16239,77.22569394,22,w,1872.518659,0.014496337,2.272036672,0.314813574,0,INDIVIDUAL,114,0,28,179084,7000,0
3305446,11618,11069,15022.62191,59,BAT1930365,11.79493575,E,A3,MORTGAGE,69810.52656,Not Verified,n,Debt consolidation,8.655943146,3,0,30,0,9952,69.44806543,23,w,194.7518707,0.005828869,5.805926187,1.52801869,0,INDIVIDUAL,83,0,35,236214,9909,0
44510408,22323,10029,17000.49664,59,BAT1780517,17.8089803,C,D1,RENT,68106.95159,Source Verified,n,Credit card refinancing,18.92361905,0,0,12,0,12690,32.8603002,32,f,2130.996864,0.084158453,5.044741523,0.854931654,0,INDIVIDUAL,106,0,53,49105,50033,0
15283092,7445,11782,9418.957943,58,BAT1104812,12.1547226,A,C5,RENT,60235.80123,Verified,n,Credit card refinancing,24.8233102,0,0,9,0,30850,33.31989644,6,w,1055.677533,0.034351518,4.876847691,0.301471542,0,INDIVIDUAL,60,0,32,54861,32927,0
6266667,21256,9578,9148.063691,58,BAT2558388,11.85021791,D,A4,MORTGAGE,95359.20295,Source Verified,n,Credit card refinancing,27.73195743,0,0,12,0,1294,20.52212015,28,w,5494.303054,0.028413124,0.251968022,0.781522631,0,INDIVIDUAL,130,0,37,104779,11160,0
4239941,7361,10603,11066.73048,59,BAT2252229,7.471622078,F,A1,OWN,46153.07494,Source Verified,n,Other,23.3116623,0,0,12,0,14179,47.9678358,32,f,2579.912199,0.052197637,0.16274864,1.324413364,0,INDIVIDUAL,107,0,16,31800,12898,0
16639007,15666,11359,13704.49765,59,BAT3726927,17.15022044,B,B2,MORTGAGE,121702.3535,Source Verified,n,Credit card refinancing,36.76006829,0,0,32,0,2607,51.22919544,26,w,257.0213436,0.1075951,1.875437325,0.832604286,0,INDIVIDUAL,18,0,26,354775,18118,0
35976606,26738,7769,3505.11255,59,BAT1930365,13.53810318,C,D3,MORTGAGE,61453.46613,Not Verified,n,Credit card refinancing,16.08720288,0,0,25,0,3098,69.59635645,25,f,3211.754771,0.011975449,0.35626576,1.618327523,0,INDIVIDUAL,42,0,56,33996,9029,0
11569616,19126,7788,16403.2866,58,BAT3873588,10.11824558,C,B1,MORTGAGE,29677.44454,Not Verified,n,Credit card refinancing,17.54375552,3,0,12,0,5214,95.29565045,12,w,858.9789169,0.052096387,6.990900387,1.315491421,0,INDIVIDUAL,93,0,37,199767,49847,0
33753865,10414,5409,10903.02696,58,BAT2803411,22.32711413,F,B3,MORTGAGE,75722.85929,Not Verified,n,Debt Consolidation,15.70026936,0,0,12,0,1452,18.63665009,17,w,2935.212392,0.14808085,1.594629985,1.028459074,0,INDIVIDUAL,33,0,53,422494,9683,0
64319041,18935,10747,12115.82053,59,BAT5629144,11.33445646,F,C4,MORTGAGE,204056.1755,Source Verified,n,Credit card refinancing,31.55486688,1,0,14,0,177,59.52560152,19,w,430.1864741,0.020391651,1.514809479,0.91071374,0,INDIVIDUAL,87,0,551,14879,29020,0
